,As Home,As Visitor,Home Score,Visitor Score,Home Team,Visitor,Wins,Score Difference
6883,C-USA,Sun Belt,24.0,30.0,UTEP,New Mexico State,Sun Belt,6.0
6884,C-USA,Sun Belt,22.0,23.0,UTEP,New Mexico State,Sun Belt,1.0
6885,C-USA,Sun Belt,14.0,7.0,UTEP,New Mexico State,C-USA,7.0
6886,C-USA,Sun Belt,24.0,16.0,UTEP,New Mexico State,C-USA,8.0
6887,C-USA,Sun Belt,54.0,23.0,UTEP,New Mexico State,C-USA,31.0
6888,C-USA,Sun Belt,41.0,31.0,UTEP,New Mexico State,C-USA,10.0
6889,C-USA,Sun Belt,45.0,0.0,UTEP,New Mexico State,C-USA,45.0
6890,C-USA,Sun Belt,44.0,38.0,UTEP,New Mexico State,C-USA,6.0
6891,C-USA,Sun Belt,33.0,34.0,UTEP,New Mexico State,Sun Belt,1.0
6892,C-USA,Sun Belt,42.0,10.0,UTEP,New Mexico State,C-USA,32.0
6893,C-USA,Sun Belt,41.0,28.0,UTEP,New Mexico State,C-USA,13.0
6894,C-USA,Sun Belt,,,UTEP,New Mexico State,Sun Belt,
6896,Big 12,Sun Belt,41.0,7.0,Texas,New Mexico State,Big 12,34.0
6897,Big 12,Sun Belt,66.0,36.0,Texas,New Mexico State,Big 12,30.0
6898,Big 12,Sun Belt,41.0,7.0,Texas,New Mexico State,Big 12,34.0
6899,Big 12,Sun Belt,66.0,7.0,Texas,New Mexico State,Big 12,59.0
6900,Big 12,Sun Belt,56.0,7.0,Texas,New Mexico State,Big 12,49.0
6901,SEC,Sun Belt,31.0,0.0,South Carolina,New Mexico State,SEC,31.0
6902,SEC,Sun Belt,34.0,24.0,South Carolina,New Mexico State,SEC,10.0
6903,Mountain West,Sun Belt,14.0,0.0,San Jose State,New Mexico State,Mountain West,14.0
6904,Mountain West,Sun Belt,32.0,3.0,San Jose State,New Mexico State,Mountain West,29.0
6905,Mountain West,Sun Belt,57.0,6.0,San Jose State,New Mexico State,Mountain West,51.0
6906,Mountain West,Sun Belt,34.0,6.0,San Jose State,New Mexico State,Mountain West,28.0
6907,Mountain West,Sun Belt,21.0,24.0,San Jose State,New Mexico State,Sun Belt,3.0
6908,Mountain West,Sun Belt,27.0,10.0,San Jose State,New Mexico State,Mountain West,17.0
6909,Mountain West,Sun Belt,51.0,17.0,San Jose State,New Mexico State,Mountain West,34.0
6910,Mountain West,Sun Belt,13.0,10.0,San Jose State,New Mexico State,Mountain West,3.0
6911,Mountain West,Sun Belt,34.0,24.0,San Jose State,New Mexico State,Mountain West,10.0
6912,Mountain West,Sun Belt,34.0,17.0,San Diego State,New Mexico State,Mountain West,17.0
6913,Pac-12,Sun Belt,28.0,16.0,Oregon State,New Mexico State,Pac-12,12.0
6914,Pac-12,Sun Belt,29.0,6.0,Oregon,New Mexico State,Pac-12,23.0
6915,Big 12,Sun Belt,73.0,3.0,Oklahoma,New Mexico State,Big 12,70.0
6916,Big Ten,Sun Belt,45.0,0.0,Ohio State,New Mexico State,Big Ten,45.0
6917,MAC,Sun Belt,51.0,24.0,Ohio,New Mexico State,MAC,27.0
6918,C-USA,Sun Belt,21.0,7.0,North Texas,New Mexico State,C-USA,14.0
6919,C-USA,Sun Belt,38.0,16.0,North Texas,New Mexico State,C-USA,22.0
6920,C-USA,Sun Belt,49.0,3.0,North Texas,New Mexico State,C-USA,46.0
6921,C-USA,Sun Belt,13.0,0.0,North Texas,New Mexico State,C-USA,13.0
6922,C-USA,Sun Belt,19.0,11.0,North Texas,New Mexico State,C-USA,8.0
6923,C-USA,Sun Belt,30.0,23.0,North Texas,New Mexico State,C-USA,7.0
6924,C-USA,Sun Belt,38.0,27.0,North Texas,New Mexico State,C-USA,11.0
6925,C-USA,Sun Belt,36.0,26.0,North Texas,New Mexico State,C-USA,10.0
6926,Mountain West,Sun Belt,52.0,19.0,New Mexico,New Mexico State,Mountain West,33.0
6927,Mountain West,Sun Belt,66.0,14.0,New Mexico,New Mexico State,Mountain West,52.0
6928,Mountain West,Sun Belt,61.0,21.0,New Mexico,New Mexico State,Mountain West,40.0
6929,Mountain West,Sun Belt,45.0,14.0,New Mexico,New Mexico State,Mountain West,31.0
6930,Mountain West,Sun Belt,45.0,13.0,New Mexico,New Mexico State,Mountain West,32.0
6931,Mountain West,Sun Belt,17.0,10.0,New Mexico,New Mexico State,Mountain West,7.0
6932,Mountain West,Sun Belt,42.0,7.0,New Mexico,New Mexico State,Mountain West,35.0
6933,Mountain West,Sun Belt,36.0,24.0,New Mexico,New Mexico State,Mountain West,12.0
6934,Mountain West,Sun Belt,61.0,24.0,New Mexico,New Mexico State,Mountain West,37.0
6935,Mountain West,Sun Belt,28.0,35.0,New Mexico,New Mexico State,Sun Belt,7.0
6936,Mountain West,Sun Belt,53.0,0.0,New Mexico,New Mexico State,Mountain West,53.0
6937,Mountain West,Sun Belt,24.0,17.0,New Mexico,New Mexico State,Mountain West,7.0
6938,Mountain West,Sun Belt,38.0,21.0,New Mexico,New Mexico State,Mountain West,17.0
6939,Mountain West,Sun Belt,44.0,34.0,New Mexico,New Mexico State,Mountain West,10.0
6940,Mountain West,Sun Belt,17.0,20.0,New Mexico,New Mexico State,Sun Belt,3.0
6941,Mountain West,Sun Belt,28.0,42.0,New Mexico,New Mexico State,Sun Belt,14.0
6942,Mountain West,Sun Belt,66.0,17.0,New Mexico,New Mexico State,Mountain West,49.0
6943,Big Ten,Sun Belt,57.0,0.0,Nebraska,New Mexico State,Big Ten,57.0
6944,Big Ten,Sun Belt,68.0,0.0,Nebraska,New Mexico State,Big Ten,68.0
6945,Big Ten,Sun Belt,38.0,7.0,Nebraska,New Mexico State,Big Ten,31.0
6946,Big Ten,Sun Belt,21.0,28.0,Minnesota,New Mexico State,Sun Belt,7.0
6947,C-USA,Sun Belt,39.0,35.0,Middle Tennessee,New Mexico State,C-USA,4.0
6948,C-USA,Sun Belt,35.0,18.0,Middle Tennessee,New Mexico State,C-USA,17.0
6949,ACC,Sun Belt,45.0,24.0,Louisville,New Mexico State,ACC,21.0
6950,C-USA,Sun Belt,34.0,14.0,Louisiana Tech,New Mexico State,C-USA,20.0
6951,C-USA,Sun Belt,22.0,21.0,Louisiana Tech,New Mexico State,C-USA,1.0
6952,C-USA,Sun Belt,45.0,7.0,Louisiana Tech,New Mexico State,C-USA,38.0
6953,C-USA,Sun Belt,44.0,0.0,Louisiana Tech,New Mexico State,C-USA,44.0
6954,Big 12,Sun Belt,52.0,7.0,Kansas State,New Mexico State,Big 12,45.0
6955,Big 12,Sun Belt,19.0,0.0,Kansas State,New Mexico State,Big 12,19.0
6956,Big 12,Sun Belt,34.0,10.0,Kansas State,New Mexico State,Big 12,24.0
6957,Big 12,Sun Belt,64.0,0.0,Kansas State,New Mexico State,Big 12,64.0
6958,Big 12,Sun Belt,29.0,42.0,Kansas,New Mexico State,Sun Belt,13.0
6959,Big 12,Sun Belt,54.0,14.0,Kansas,New Mexico State,Big 12,40.0
6960,Big 12,Sun Belt,42.0,16.0,Kansas,New Mexico State,Big 12,26.0
6961,Big 12,Sun Belt,17.0,24.0,Iowa State,New Mexico State,Sun Belt,7.0
6962,Big Ten,Sun Belt,59.0,21.0,Iowa,New Mexico State,Big Ten,38.0
6972,ACC,Sun Belt,42.0,7.0,Georgia Tech,New Mexico State,ACC,35.0
6974,SEC,Sun Belt,40.0,13.0,Georgia,New Mexico State,SEC,27.0
6975,SEC,Sun Belt,37.0,0.0,Georgia,New Mexico State,SEC,37.0
6976,SEC,Sun Belt,41.0,10.0,Georgia,New Mexico State,SEC,31.0
6977,SEC,Sun Belt,63.0,16.0,Georgia,New Mexico State,SEC,47.0
6978,C-USA,Sun Belt,7.0,35.0,Florida Atlantic,New Mexico State,Sun Belt,28.0
6979,C-USA,Sun Belt,55.0,10.0,Florida Atlantic,New Mexico State,C-USA,45.0
6980,SEC,Sun Belt,70.0,21.0,Florida,New Mexico State,SEC,49.0
6981,Mountain West,Sun Belt,28.0,17.0,Colorado State,New Mexico State,Mountain West,11.0
6982,Mountain West,Sun Belt,46.0,7.0,Colorado State,New Mexico State,Mountain West,39.0
6983,Pac-12,Sun Belt,39.0,0.0,Colorado,New Mexico State,Pac-12,39.0
6984,Mountain West,Sun Belt,53.0,24.0,Fresno State,New Mexico State,Mountain West,29.0
6985,Mountain West,Sun Belt,17.0,14.0,Fresno State,New Mexico State,Mountain West,3.0
6986,Mountain West,Sun Belt,41.0,0.0,Fresno State,New Mexico State,Mountain West,41.0
6987,Mountain West,Sun Belt,42.0,3.0,Fresno State,New Mexico State,Mountain West,39.0
6988,Mountain West,Sun Belt,23.0,18.0,Fresno State,New Mexico State,Mountain West,5.0
6989,Mountain West,Sun Belt,24.0,17.0,Fresno State,New Mexico State,Mountain West,7.0
6990,Mountain West,Sun Belt,33.0,10.0,Fresno State,New Mexico State,Mountain West,23.0
6991,Pac-12,Sun Belt,34.0,13.0,California,New Mexico State,Pac-12,21.0
6992,Pac-12,Sun Belt,41.0,14.0,California,New Mexico State,Pac-12,27.0
6993,Mountain West,Sun Belt,52.0,10.0,Boise State,New Mexico State,Mountain West,42.0
6994,Mountain West,Sun Belt,45.0,26.0,Boise State,New Mexico State,Mountain West,19.0
6995,Mountain West,Sun Belt,56.0,6.0,Boise State,New Mexico State,Mountain West,50.0
6996,Mountain West,Sun Belt,58.0,0.0,Boise State,New Mexico State,Mountain West,58.0
6997,Mountain West,Sun Belt,42.0,7.0,Boise State,New Mexico State,Mountain West,35.0
6998,SEC,Sun Belt,55.0,14.0,Auburn,New Mexico State,SEC,41.0
6999,SEC,Sun Belt,55.0,20.0,Auburn,New Mexico State,SEC,35.0
7000,SEC,Sun Belt,42.0,7.0,Auburn,New Mexico State,SEC,35.0
7001,Independent,Sun Belt,35.0,18.0,Army,New Mexico State,Independent,17.0
7006,SEC,Sun Belt,45.0,13.0,Arkansas,New Mexico State,SEC,32.0
7007,SEC,Sun Belt,42.0,11.0,Arkansas,New Mexico State,SEC,31.0
7008,SEC,Sun Belt,48.0,20.0,Arkansas,New Mexico State,SEC,28.0
7009,SEC,Sun Belt,63.0,13.0,Arkansas,New Mexico State,SEC,50.0
7010,Pac-12,Sun Belt,41.0,10.0,Arizona State,New Mexico State,Pac-12,31.0
7011,Pac-12,Sun Belt,7.0,35.0,Arizona State,New Mexico State,Sun Belt,28.0
7012,Pac-12,Sun Belt,30.0,0.0,Arizona,New Mexico State,Pac-12,30.0
7013,Pac-12,Sun Belt,44.0,0.0,Arizona,New Mexico State,Pac-12,44.0
7014,MAC,Sun Belt,52.0,7.0,Akron,New Mexico State,MAC,45.0
7031,Pac-12,Mountain West,23.0,13.0,Washington State,New Mexico,Pac-12,10.0
7035,Pac-12,Mountain West,49.0,21.0,Utah,New Mexico,Pac-12,28.0
7036,Pac-12,Mountain West,38.0,14.0,Utah,New Mexico,Pac-12,24.0
7037,Pac-12,Mountain West,58.0,49.0,Utah,New Mexico,Pac-12,9.0
7038,Pac-12,Mountain West,24.0,20.0,Utah,New Mexico,Pac-12,4.0
7039,Pac-12,Mountain West,41.0,39.0,Utah,New Mexico,Pac-12,2.0
7040,Pac-12,Mountain West,30.0,7.0,Utah,New Mexico,Pac-12,23.0
7041,Pac-12,Mountain West,35.0,42.0,Utah,New Mexico,Mountain West,7.0
7042,Pac-12,Mountain West,15.0,10.0,Utah,New Mexico,Pac-12,5.0
7043,Pac-12,Mountain West,52.0,7.0,Utah,New Mexico,Pac-12,45.0
7044,Pac-12,Mountain West,37.0,16.0,Utah,New Mexico,Pac-12,21.0
7045,Pac-12,Mountain West,35.0,47.0,Utah,New Mexico,Mountain West,12.0
7046,Pac-12,Mountain West,27.0,31.0,Utah,New Mexico,Mountain West,4.0
7047,Pac-12,Mountain West,28.0,10.0,Utah,New Mexico,Pac-12,18.0
7048,Pac-12,Mountain West,45.0,14.0,Utah,New Mexico,Pac-12,31.0
7049,American,Mountain West,35.0,33.0,Tulsa,New Mexico,American,2.0
7050,American,Mountain West,23.0,34.0,Tulsa,New Mexico,Mountain West,11.0
7051,American,Mountain West,56.0,14.0,Tulsa,New Mexico,American,42.0
7052,C-USA,Mountain West,21.0,22.0,UTEP,New Mexico,Mountain West,1.0
7053,C-USA,Mountain West,18.0,31.0,UTEP,New Mexico,Mountain West,13.0
7054,C-USA,Mountain West,7.0,34.0,UTEP,New Mexico,Mountain West,27.0
7055,C-USA,Mountain West,23.0,27.0,UTEP,New Mexico,Mountain West,4.0
7056,C-USA,Mountain West,34.0,0.0,UTEP,New Mexico,C-USA,34.0
7057,C-USA,Mountain West,26.0,7.0,UTEP,New Mexico,C-USA,19.0
7058,C-USA,Mountain West,35.0,19.0,UTEP,New Mexico,C-USA,16.0
7059,C-USA,Mountain West,29.0,35.0,UTEP,New Mexico,Mountain West,6.0
7060,C-USA,Mountain West,17.0,12.0,UTEP,New Mexico,C-USA,5.0
7061,C-USA,Mountain West,20.0,38.0,UTEP,New Mexico,Mountain West,18.0
7062,C-USA,Mountain West,13.0,10.0,UTEP,New Mexico,C-USA,3.0
7063,C-USA,Mountain West,21.0,13.0,UTEP,New Mexico,C-USA,8.0
7064,C-USA,Mountain West,10.0,6.0,UTEP,New Mexico,C-USA,4.0
7065,C-USA,Mountain West,35.0,42.0,UTEP,New Mexico,Mountain West,7.0
7066,Big 12,Mountain West,17.0,7.0,Texas Tech,New Mexico,Big 12,10.0
7067,Big 12,Mountain West,28.0,17.0,Texas Tech,New Mexico,Big 12,11.0
7068,Big 12,Mountain West,28.0,21.0,Texas Tech,New Mexico,Big 12,7.0
7069,Big 12,Mountain West,10.0,30.0,Texas Tech,New Mexico,Mountain West,20.0
7070,Big 12,Mountain West,32.0,31.0,Texas Tech,New Mexico,Big 12,1.0
7071,Big 12,Mountain West,14.0,7.0,Texas Tech,New Mexico,Big 12,7.0
7072,Big 12,Mountain West,27.0,20.0,Texas Tech,New Mexico,Big 12,7.0
7073,Big 12,Mountain West,37.0,31.0,Texas Tech,New Mexico,Big 12,6.0
7074,Big 12,Mountain West,24.0,3.0,Texas Tech,New Mexico,Big 12,21.0
7075,Big 12,Mountain West,42.0,30.0,Texas Tech,New Mexico,Big 12,12.0
7076,Big 12,Mountain West,42.0,28.0,Texas Tech,New Mexico,Big 12,14.0
7077,Big 12,Mountain West,48.0,28.0,Texas Tech,New Mexico,Big 12,20.0
7078,Big 12,Mountain West,49.0,14.0,Texas Tech,New Mexico,Big 12,35.0
7079,Big 12,Mountain West,47.0,0.0,Texas,New Mexico,Big 12,47.0
7080,Big 12,Mountain West,45.0,0.0,Texas,New Mexico,Big 12,45.0
7081,SEC,Mountain West,31.0,6.0,Tennessee,New Mexico,SEC,25.0
7082,SEC,Mountain West,35.0,21.0,Tennessee,New Mexico,SEC,14.0
7101,C-USA,Mountain West,38.0,21.0,Rice,New Mexico,C-USA,17.0
7102,ACC,Mountain West,49.0,27.0,Pittsburgh,New Mexico,ACC,22.0
7103,Pac-12,Mountain West,17.0,7.0,Oregon State,New Mexico,Pac-12,10.0
7104,Pac-12,Mountain West,72.0,0.0,Oregon,New Mexico,Pac-12,72.0
7105,C-USA,Mountain West,17.0,20.0,North Texas,New Mexico,Mountain West,3.0
7106,Sun Belt,Mountain West,16.0,30.0,New Mexico State,New Mexico,Mountain West,14.0
7107,Sun Belt,Mountain West,13.0,17.0,New Mexico State,New Mexico,Mountain West,4.0
7108,Sun Belt,Mountain West,10.0,31.0,New Mexico State,New Mexico,Mountain West,21.0
7109,Sun Belt,Mountain West,27.0,34.0,New Mexico State,New Mexico,Mountain West,7.0
7110,Sun Belt,Mountain West,17.0,14.0,New Mexico State,New Mexico,Sun Belt,3.0
7111,Sun Belt,Mountain West,34.0,36.0,New Mexico State,New Mexico,Mountain West,2.0
7112,Sun Belt,Mountain West,12.0,29.0,New Mexico State,New Mexico,Mountain West,17.0
7113,Sun Belt,Mountain West,42.0,39.0,New Mexico State,New Mexico,Sun Belt,3.0
7114,Sun Belt,Mountain West,31.0,56.0,New Mexico State,New Mexico,Mountain West,25.0
7115,Sun Belt,Mountain West,7.0,28.0,New Mexico State,New Mexico,Mountain West,21.0
7116,Sun Belt,Mountain West,28.0,27.0,New Mexico State,New Mexico,Sun Belt,1.0
7117,Sun Belt,Mountain West,13.0,16.0,New Mexico State,New Mexico,Mountain West,3.0
7118,Sun Belt,Mountain West,24.0,13.0,New Mexico State,New Mexico,Sun Belt,11.0
7119,Sun Belt,Mountain West,3.0,38.0,New Mexico State,New Mexico,Mountain West,35.0
7120,Sun Belt,Mountain West,28.0,34.0,New Mexico State,New Mexico,Mountain West,6.0
7121,Sun Belt,Mountain West,24.0,35.0,New Mexico State,New Mexico,Mountain West,11.0
7122,Sun Belt,Mountain West,16.0,14.0,New Mexico State,New Mexico,Sun Belt,2.0
7123,Sun Belt,Mountain West,14.0,27.0,New Mexico State,New Mexico,Mountain West,13.0
7124,Sun Belt,Mountain West,,,New Mexico State,New Mexico,Mountain West,
7125,Big Ten,Mountain West,38.0,7.0,Nebraska,New Mexico,Big Ten,31.0
7126,SEC,Mountain West,47.0,16.0,Missouri,New Mexico,SEC,31.0
7127,SEC,Mountain West,35.0,45.0,Missouri,New Mexico,Mountain West,10.0
7128,American,Mountain West,13.0,20.0,Memphis,New Mexico,Mountain West,7.0
7129,Big 12,Mountain West,38.0,6.0,Kansas State,New Mexico,Big 12,32.0
7130,American,Mountain West,21.0,10.0,Houston,New Mexico,American,11.0
7131,SEC,Mountain West,27.0,21.0,Florida,New Mexico,SEC,6.0
7159,Big 12,Mountain West,38.0,2.0,Baylor,New Mexico,Big 12,36.0
7160,Big 12,Mountain West,16.0,13.0,Baylor,New Mexico,Big 12,3.0
7161,SEC,Mountain West,17.0,0.0,Arkansas,New Mexico,SEC,17.0
7162,SEC,Mountain West,43.0,25.0,Arkansas,New Mexico,SEC,18.0
7163,SEC,Mountain West,52.0,3.0,Arkansas,New Mexico,SEC,49.0
7164,Pac-12,Mountain West,20.0,9.0,Arizona,New Mexico,Pac-12,11.0
7165,Pac-12,Mountain West,27.0,29.0,Arizona,New Mexico,Mountain West,2.0
7178,Mountain West,Big Ten,14.0,38.0,Wyoming,Nebraska,Big Ten,24.0
7182,Big 12,Big Ten,0.0,31.0,West Virginia,Nebraska,Big Ten,31.0
7183,Pac-12,Big Ten,29.0,14.0,Washington,Nebraska,Pac-12,15.0
7184,Pac-12,Big Ten,14.0,27.0,Washington,Nebraska,Big Ten,13.0
7185,Pac-12,Big Ten,21.0,56.0,Washington,Nebraska,Big Ten,35.0
7186,ACC,Big Ten,17.0,20.0,Wake Forest,Nebraska,Big Ten,3.0
7187,ACC,Big Ten,16.0,15.0,Virginia Tech,Nebraska,ACC,1.0
7188,Big 12,Big Ten,16.0,42.0,Texas Tech,Nebraska,Big Ten,26.0
7189,Big 12,Big Ten,10.0,24.0,Texas Tech,Nebraska,Big Ten,14.0
7190,Big 12,Big Ten,3.0,56.0,Texas Tech,Nebraska,Big Ten,53.0
7191,Big 12,Big Ten,70.0,10.0,Texas Tech,Nebraska,Big 12,60.0
7192,Big 12,Big Ten,37.0,31.0,Texas Tech,Nebraska,Big 12,6.0
7193,Big 12,Big Ten,24.0,20.0,Texas,Nebraska,Big 12,4.0
7194,Big 12,Big Ten,31.0,7.0,Texas,Nebraska,Big 12,24.0
7195,Big 12,Big Ten,28.0,25.0,Texas,Nebraska,Big 12,3.0
7196,ACC,Big Ten,17.0,9.0,Syracuse,Nebraska,ACC,8.0
7197,C-USA,Big Ten,14.0,38.0,Southern Miss,Nebraska,Big Ten,24.0
7198,SEC,Big Ten,24.0,27.0,South Carolina,Nebraska,Big Ten,3.0
7200,ACC,Big Ten,17.0,24.0,Pittsburgh,Nebraska,Big Ten,7.0
7207,Big 12,Big Ten,0.0,36.0,Oklahoma State,Nebraska,Big Ten,36.0
7208,Big 12,Big Ten,7.0,54.0,Oklahoma State,Nebraska,Big Ten,47.0
7209,Big 12,Big Ten,10.0,14.0,Oklahoma State,Nebraska,Big Ten,4.0
7210,Big 12,Big Ten,24.0,34.0,Oklahoma State,Nebraska,Big Ten,10.0
7211,Big 12,Big Ten,0.0,35.0,Oklahoma State,Nebraska,Big Ten,35.0
7212,Big 12,Big Ten,23.0,48.0,Oklahoma State,Nebraska,Big Ten,25.0
7213,Big 12,Big Ten,15.0,49.0,Oklahoma State,Nebraska,Big Ten,34.0
7214,Big 12,Big Ten,13.0,27.0,Oklahoma State,Nebraska,Big Ten,14.0
7215,Big 12,Big Ten,21.0,64.0,Oklahoma State,Nebraska,Big Ten,43.0
7216,Big 12,Big Ten,17.0,24.0,Oklahoma State,Nebraska,Big Ten,7.0
7217,Big 12,Big Ten,24.0,21.0,Oklahoma State,Nebraska,Big 12,3.0
7218,Big 12,Big Ten,41.0,29.0,Oklahoma State,Nebraska,Big 12,12.0
7219,Big 12,Big Ten,41.0,51.0,Oklahoma State,Nebraska,Big Ten,10.0
7220,Big 12,Big Ten,17.0,14.0,Oklahoma,Nebraska,Big 12,3.0
7221,Big 12,Big Ten,14.0,37.0,Oklahoma,Nebraska,Big Ten,23.0
7222,Big 12,Big Ten,21.0,28.0,Oklahoma,Nebraska,Big Ten,7.0
7223,Big 12,Big Ten,27.0,7.0,Oklahoma,Nebraska,Big 12,20.0
7224,Big 12,Big Ten,3.0,7.0,Oklahoma,Nebraska,Big Ten,4.0
7225,Big 12,Big Ten,45.0,10.0,Oklahoma,Nebraska,Big 12,35.0
7226,Big 12,Big Ten,9.0,33.0,Oklahoma,Nebraska,Big Ten,24.0
7227,Big 12,Big Ten,3.0,13.0,Oklahoma,Nebraska,Big Ten,10.0
7228,Big 12,Big Ten,21.0,73.0,Oklahoma,Nebraska,Big Ten,52.0
7229,Big 12,Big Ten,31.0,14.0,Oklahoma,Nebraska,Big 12,17.0
7230,Big 12,Big Ten,30.0,3.0,Oklahoma,Nebraska,Big 12,27.0
7231,Big 12,Big Ten,21.0,7.0,Oklahoma,Nebraska,Big 12,14.0
7232,Big 12,Big Ten,62.0,28.0,Oklahoma,Nebraska,Big 12,34.0
7233,Big 12,Big Ten,23.0,20.0,Oklahoma,Nebraska,Big 12,3.0
7235,Independent,Big Ten,24.0,27.0,Notre Dame,Nebraska,Big Ten,3.0
7238,SEC,Big Ten,20.0,23.0,Missouri,Nebraska,Big Ten,3.0
7239,SEC,Big Ten,0.0,6.0,Missouri,Nebraska,Big Ten,6.0
7240,SEC,Big Ten,13.0,34.0,Missouri,Nebraska,Big Ten,21.0
7241,SEC,Big Ten,20.0,28.0,Missouri,Nebraska,Big Ten,8.0
7242,SEC,Big Ten,7.0,42.0,Missouri,Nebraska,Big Ten,35.0
7243,SEC,Big Ten,7.0,50.0,Missouri,Nebraska,Big Ten,43.0
7244,SEC,Big Ten,24.0,34.0,Missouri,Nebraska,Big Ten,10.0
7245,SEC,Big Ten,7.0,42.0,Missouri,Nebraska,Big Ten,35.0
7246,SEC,Big Ten,38.0,45.0,Missouri,Nebraska,Big Ten,7.0
7247,SEC,Big Ten,10.0,40.0,Missouri,Nebraska,Big Ten,30.0
7248,SEC,Big Ten,3.0,36.0,Missouri,Nebraska,Big Ten,33.0
7249,SEC,Big Ten,41.0,24.0,Missouri,Nebraska,SEC,17.0
7250,SEC,Big Ten,41.0,24.0,Missouri,Nebraska,SEC,17.0
7251,SEC,Big Ten,41.0,6.0,Missouri,Nebraska,SEC,35.0
7252,SEC,Big Ten,12.0,27.0,Missouri,Nebraska,Big Ten,15.0
7262,Big 12,Big Ten,12.0,21.0,Kansas State,Nebraska,Big Ten,9.0
7263,Big 12,Big Ten,3.0,49.0,Kansas State,Nebraska,Big Ten,46.0
7264,Big 12,Big Ten,25.0,51.0,Kansas State,Nebraska,Big Ten,26.0
7265,Big 12,Big Ten,3.0,41.0,Kansas State,Nebraska,Big Ten,38.0
7266,Big 12,Big Ten,3.0,48.0,Kansas State,Nebraska,Big Ten,45.0
7267,Big 12,Big Ten,8.0,45.0,Kansas State,Nebraska,Big Ten,37.0
7268,Big 12,Big Ten,6.0,17.0,Kansas State,Nebraska,Big Ten,11.0
7269,Big 12,Big Ten,3.0,39.0,Kansas State,Nebraska,Big Ten,36.0
7270,Big 12,Big Ten,40.0,30.0,Kansas State,Nebraska,Big 12,10.0
7271,Big 12,Big Ten,29.0,28.0,Kansas State,Nebraska,Big 12,1.0
7272,Big 12,Big Ten,49.0,13.0,Kansas State,Nebraska,Big 12,36.0
7273,Big 12,Big Ten,45.0,21.0,Kansas State,Nebraska,Big 12,24.0
7274,Big 12,Big Ten,3.0,21.0,Kansas State,Nebraska,Big Ten,18.0
7275,Big 12,Big Ten,28.0,56.0,Kansas State,Nebraska,Big Ten,28.0
7276,Big 12,Big Ten,13.0,48.0,Kansas State,Nebraska,Big Ten,35.0
7277,Big 12,Big Ten,0.0,54.0,Kansas,Nebraska,Big Ten,54.0
7278,Big 12,Big Ten,0.0,52.0,Kansas,Nebraska,Big Ten,52.0
7279,Big 12,Big Ten,7.0,41.0,Kansas,Nebraska,Big Ten,34.0
7280,Big 12,Big Ten,0.0,70.0,Kansas,Nebraska,Big Ten,70.0
7281,Big 12,Big Ten,10.0,63.0,Kansas,Nebraska,Big Ten,53.0
7282,Big 12,Big Ten,9.0,41.0,Kansas,Nebraska,Big Ten,32.0
7283,Big 12,Big Ten,23.0,59.0,Kansas,Nebraska,Big Ten,36.0
7284,Big 12,Big Ten,20.0,21.0,Kansas,Nebraska,Big Ten,1.0
7285,Big 12,Big Ten,3.0,41.0,Kansas,Nebraska,Big Ten,38.0
7286,Big 12,Big Ten,0.0,35.0,Kansas,Nebraska,Big Ten,35.0
7287,Big 12,Big Ten,17.0,24.0,Kansas,Nebraska,Big Ten,7.0
7288,Big 12,Big Ten,7.0,51.0,Kansas,Nebraska,Big Ten,44.0
7289,Big 12,Big Ten,3.0,24.0,Kansas,Nebraska,Big Ten,21.0
7290,Big 12,Big Ten,40.0,15.0,Kansas,Nebraska,Big 12,25.0
7291,Big 12,Big Ten,76.0,39.0,Kansas,Nebraska,Big 12,37.0
7292,Big 12,Big Ten,17.0,31.0,Kansas,Nebraska,Big Ten,14.0
7293,Big 12,Big Ten,0.0,35.0,Iowa State,Nebraska,Big Ten,35.0
7294,Big 12,Big Ten,10.0,48.0,Iowa State,Nebraska,Big Ten,38.0
7295,Big 12,Big Ten,0.0,44.0,Iowa State,Nebraska,Big Ten,44.0
7296,Big 12,Big Ten,14.0,35.0,Iowa State,Nebraska,Big Ten,21.0
7297,Big 12,Big Ten,16.0,51.0,Iowa State,Nebraska,Big Ten,35.0
7298,Big 12,Big Ten,13.0,45.0,Iowa State,Nebraska,Big Ten,32.0
7299,Big 12,Big Ten,19.0,10.0,Iowa State,Nebraska,Big 12,9.0
7300,Big 12,Big Ten,12.0,28.0,Iowa State,Nebraska,Big Ten,16.0
7301,Big 12,Big Ten,14.0,49.0,Iowa State,Nebraska,Big Ten,35.0
7302,Big 12,Big Ten,7.0,42.0,Iowa State,Nebraska,Big Ten,35.0
7303,Big 12,Big Ten,27.0,49.0,Iowa State,Nebraska,Big Ten,22.0
7304,Big 12,Big Ten,36.0,14.0,Iowa State,Nebraska,Big 12,22.0
7305,Big 12,Big Ten,34.0,27.0,Iowa State,Nebraska,Big 12,7.0
7306,Big 12,Big Ten,14.0,28.0,Iowa State,Nebraska,Big Ten,14.0
7307,Big 12,Big Ten,7.0,35.0,Iowa State,Nebraska,Big Ten,28.0
7308,Big 12,Big Ten,30.0,31.0,Iowa State,Nebraska,Big Ten,1.0
7315,Pac-12,Big Ten,7.0,45.0,Colorado,Nebraska,Big Ten,38.0
7316,Pac-12,Big Ten,14.0,40.0,Colorado,Nebraska,Big Ten,26.0
