Rank,BGG ID,Title,Rating,Voters,Published,PlayingTime,MinPlayers,MaxPlayers,Designer,Categories,Mechanics,Expansions,PlayerAge,NumPlayers,Language
1775,45134,Arcana,6,1351,2009,60,2,4,,Card Game,Area Control / Area Influence,0,10,4,2: Possible
1776,57998,BoÅ_e Igrzysko,6,205,2010,120,3,4,Martin Wallace,Fighting,Area Control / Area Influence,0,14,4,1: Need crib
1777,1350,Das Amulett,6,633,2001,60,3,6,Alan R. Moon,Fantasy,Auction/Bidding,0,12,5,3: Too much
1778,110,Auf Achse,6,1105,1987,60,2,6,Wolfgang Kramer,Economic,Auction/Bidding,0,10,4,3: Too much
1779,3413,Saratoga,6,300,1998,180,2,2,,Wargame,Hex-and-Counter,0,2,2,1: Need crib
1780,1679,Carrier,6,286,1990,180,1,1,,Wargame,Dice Rolling,0,16,1,3: Too much
1781,84465,Ottoman Sunset,5.999,250,2010,30,1,1,,Wargame,Action Point Allowance System,0,12,1,3: Too much
1782,25900,Kingdom of Heaven: The Crusader States 1097-1291,5.999,182,2012,180,2,2,,Wargame,Area Control / Area Influence,0,14,2,4: Unplayable
1783,152242,Ultimate Werewolf: Deluxe Edition,5.998,170,2014,30,5,75,,Card Game,Partnerships,5,10,16,2: Possible
1784,17053,Sleeping Queens,5.998,925,2005,10,2,5,,Card Game,Hand Management,0,5,4,1: Need crib
1785,21373,Federation Commander:  Romulan Border,5.998,206,2006,60,2,8,,Science Fiction,Action Point Allowance System,17,10,2,3: Too much
1786,166669,San Juan (second edition),5.998,148,2014,60,2,4,,Card Game,Hand Management,0,10,3,4: Unplayable
1787,155969,Harbour,5.997,406,2015,60,1,4,,Economic,Set Collection,1,8,2,2: Possible
1788,63740,Hotel Samoa,5.997,846,2010,60,3,6,,Economic,Auction/Bidding,0,8,4,1: Need crib
1789,139898,Brew Crafters,5.997,166,2015,90,2,5,,,Partnerships,1,12,4,3: Too much
1790,33665,Battle Above the Clouds,5.996,153,2010,180,2,2,,Wargame,Hex-and-Counter,0,12,2,2: Possible
1791,9617,Russian Rails,5.996,343,2004,180,2,6,,Economic,Pick-up and Deliver,0,10,3,2: Possible
1792,22347,Pecking Order,5.996,743,1998,10,2,2,,Card Game,Auction/Bidding,0,6,2,1: Need crib
1793,4471,Fist of Dragonstones,5.996,1851,2002,45,3,6,Bruno Faidutti,Fantasy,Auction/Bidding,1,10,4,3: Too much
1794,129820,Salmon Run,5.995,434,2013,20,2,4,,,Deck / Pool Building,6,8,4,2: Possible
1795,129122,Band of Brothers:  Ghost Panzer,5.995,133,2013,90,2,2,,Wargame,Dice Rolling,1,,2,
1796,55834,Mosaix,5.995,477,2009,20,1,4,,Dice,Dice Rolling,0,8,4,1: Need crib
1797,40107,Soviet Dawn,5.995,296,2009,60,1,1,,Wargame,Action Point Allowance System,1,8,1,2: Possible
1798,142,Vino,5.994,613,1999,90,3,5,,Economic,Area Control / Area Influence,0,10,4,1: Need crib
1799,28396,It's Alive!,5.994,970,2007,30,2,5,,Card Game,Auction/Bidding,0,8,4,1: Need crib
1800,2077,Hell's Highway,5.994,259,1983,360,2,2,,Wargame,Hex-and-Counter,0,12,2,3: Too much
1801,831,Schrille Stille,5.994,591,1999,60,3,6,,Economic,Commodity Speculation,0,14,5,1: Need crib
1802,7571,Winds Of Plunder,5.994,661,2007,120,3,5,,,Action Point Allowance System,0,10,5,2: Possible
1803,66120,Zooloretto Mini,5.993,313,2010,30,2,5,Michael Schacht,,Set Collection,0,5,4,1: Need crib
1804,22420,Battles of Napoleon: The Eagle and the Lion,5.993,238,2010,90,2,2,,Wargame,Modular Board,1,14,2,3: Too much
1805,22245,Times Square,5.993,945,2006,30,2,2,Reiner Knizia,Card Game,Hand Management,0,8,2,1: Need crib
1806,10947,Master Thieves,5.993,608,2004,60,2,8,,,Memory,2,8,6,1: Need crib
1807,116858,Noah,5.993,543,2012,30,2,5,Bruno Cathala,Card Game,Hand Management,1,8,3,1: Need crib
1808,68858,Tanto Cuore: Expanding the House,5.992,222,2010,45,2,4,,Card Game,Card Drafting,1,12,3,3: Too much
1809,146816,Sanssouci,5.992,319,2013,45,2,4,,,Hand Management,0,10,3,1: Need crib
1810,17851,Pizza Box Football,5.992,896,2005,60,1,2,,Dice,Dice Rolling,4,10,2,4: Unplayable
1811,6203,Enemy at the Gates,5.991,202,1994,360,2,2,Dean Essig,Wargame,Dice Rolling,0,14,2,2: Possible
1812,34496,World of Warcraft Miniatures Game,5.991,582,2008,45,2,2,,Fantasy,Action Point Allowance System,0,8,2,3: Too much
1813,42490,Pony Express,5.991,578,2009,45,3,5,Bruno Faidutti,Dice,Dice Rolling,0,8,5,2: Possible
1814,8166,Anno 1503,5.99,1024,2003,90,2,4,Klaus Teuber,,Tile Placement,1,10,4,1: Need crib
1815,6688,Ninety-Nine,5.99,221,1967,60,2,4,,Card Game,Betting/Wagering,0,8,3,1: Need crib
1816,192,Nicht die Bohne!,5.99,819,1999,45,3,6,,Card Game,Simultaneous Action Selection,0,8,5,1: Need crib
1817,8147,Maka Bana,5.99,529,2003,60,2,6,,Card Game,Secret Unit Deployment,0,8,4,1: Need crib
1818,99312,Feudality,5.99,519,2011,75,2,6,,,Dice Rolling,2,8,3,3: Too much
1819,302,Forum Romanum,5.989,365,1988,45,2,6,Wolfgang Kramer,Abstract Strategy,Area Control / Area Influence,0,,5,1: Need crib
1820,112869,Munchkin Apocalypse,5.989,422,2012,90,3,6,Steve Jackson (I),Card Game,Dice Rolling,30,10,4,4: Unplayable
1821,13005,Tanz der Hornochsen!,5.989,599,2004,30,2,8,Wolfgang Kramer,,Simultaneous Action Selection,0,6,6,1: Need crib
1822,13751,Under the Shadow of the Dragon,5.989,591,2004,90,2,2,,Fantasy,Dice Rolling,0,12,2,2: Possible
1823,28044,Pocket Civ,5.989,473,2005,30,1,2,,Card Game,Area Control / Area Influence,0,12,1,4: Unplayable
1824,4112,Hex,5.988,420,1942,20,2,2,,Abstract Strategy,Pattern Building,0,6,2,1: Need crib
1825,12283,Manifest Destiny,5.988,534,2005,180,3,5,,Economic,Campaign / Battle Card Driven,0,12,5,4: Unplayable
1826,20101,Kaivai,5.988,332,2005,120,3,4,,Economic,Action Point Allowance System,1,12,4,1: Need crib
1827,59429,Dark Darker Darkest,5.988,512,2013,120,2,5,,Fighting,Action Point Allowance System,5,14,5,1: Need crib
1828,139147,Romolo o Remo?,5.988,231,2013,150,1,4,,,Area Control / Area Influence,4,14,4,1: Need crib
1829,40276,Masters of Venice,5.987,471,2009,90,2,5,,Economic,Auction/Bidding,1,14,4,2: Possible
1830,69552,Panic Station,5.987,2236,2011,40,4,6,,Party Game,Action Point Allowance System,2,12,6,1: Need crib
1831,1212,Nuclear Proliferation,5.987,652,1992,30,2,6,,Card Game,Hand Management,4,,4,
1832,2633,Dog,5.987,722,1997,45,2,6,(Uncredited),Card Game,Partnerships,0,6,4,1: Need crib
1833,170,Family Business,5.987,2895,1982,30,2,6,,Card Game,Hand Management,2,8,6,2: Possible
1834,8130,Die Fugger,5.987,620,2003,45,2,4,,Card Game,Commodity Speculation,0,10,3,1: Need crib
1835,39232,Nemo's War,5.987,249,2009,45,1,1,,Science Fiction,Campaign / Battle Card Driven,1,10,1,4: Unplayable
1836,20782,Siam,5.986,300,2005,15,2,2,,Abstract Strategy,,0,10,2,1: Need crib
1837,101929,Sergeants Miniatures Game: Day of Days,5.985,191,2011,0,2,6,,World War II,Campaign / Battle Card Driven,14,12,2,2: Possible
1838,8521,Whistling Death,5.985,210,2003,240,1,4,,Wargame,Dice Rolling,1,,4,
1839,13709,Clash of Giants II,5.985,246,2006,300,1,2,,Wargame,Area Movement,0,14,2,2: Possible
1840,4210,Stonewall's Last Battle,5.985,214,1996,180,1,2,,Wargame,Hex-and-Counter,2,,2,1: Need crib
1841,129976,Game of Thrones: The Card Game,5.984,477,2012,45,2,2,,Card Game,Hand Management,0,12,2,4: Unplayable
1842,38931,Basilica,5.984,418,2010,45,2,2,,,Action Point Allowance System,1,12,2,1: Need crib
1843,65825,Gettysburg,5.984,233,2010,180,2,2,Martin Wallace,Wargame,Action Point Allowance System,0,12,2,1: Need crib
1844,755,Thunder at Cassino,5.983,314,1987,360,1,2,,Wargame,Dice Rolling,0,,2,
1845,42929,Martian Rails,5.982,235,2009,240,2,6,,Economic,Commodity Speculation,0,10,3,3: Too much
1846,1493,1853,5.982,320,1989,180,3,6,,Economic,Route/Network Building,2,14,4,1: Need crib
1847,403,Elk Fest,5.982,1438,1999,15,2,2,,,Modular Board,2,6,2,1: Need crib
1848,8668,Igloo Pop,5.981,1039,2003,20,2,6,,Children's Game,Betting/Wagering,0,5,5,1: Need crib
1849,154509,Kingsport Festival,5.981,318,2014,90,3,5,,Dice,Dice Rolling,1,14,4,3: Too much
1850,122690,Star Trek Deck Building Game: The Original Series,5.981,325,2012,90,2,4,,Card Game,Card Drafting,8,10,3,4: Unplayable
1851,30932,Lascaux,5.981,831,2007,25,3,5,,Card Game,Auction/Bidding,0,6,4,1: Need crib
1852,18803,Black Stories,5.981,1437,2004,20,2,15,,Card Game,,1,12,4,4: Unplayable
1853,139992,Kaosball: The Fantasy Sport of Total Domination,5.98,263,2014,60,2,4,,,Area Control / Area Influence,27,12,2,2: Possible
1854,16497,Rat Hot,5.98,880,2005,30,2,2,Michael Schacht,Abstract Strategy,Pattern Building,0,6,2,1: Need crib
1855,97273,Upon a Salty Ocean,5.98,504,2011,120,2,4,,Economic,Action Point Allowance System,0,10,4,1: Need crib
1856,91773,Resident Evil Deck Building Game: Alliance,5.98,400,2011,45,1,4,,Card Game,Card Drafting,14,12,4,2: Possible
1857,1431,War at Sea (second edition),5.98,778,1976,120,2,2,,Wargame,Area Movement,2,10,2,2: Possible
1858,229,King of the Elves,5.98,1164,1999,60,2,6,Alan R. Moon,Card Game,Card Drafting,0,8,4,1: Need crib
1859,639,American Megafauna,5.979,308,1997,480,1,4,,,Auction/Bidding,2,12,4,3: Too much
1860,870,Empires of the Ancient World,5.979,477,2000,180,3,5,Martin Wallace,,Area Control / Area Influence,0,14,5,2: Possible
1861,64956,10 Days in the Americas,5.979,389,2010,20,2,4,Alan R. Moon,,Hand Management,0,8,2,1: Need crib
1862,162823,El Gaucho,5.977,320,2014,60,2,4,,,Dice Rolling,0,10,3,1: Need crib
1863,114912,Starship Merchants,5.977,361,2012,90,2,4,,Science Fiction,Commodity Speculation,0,12,3,2: Possible
1864,8829,Nobody is Perfect,5.976,357,1992,45,3,6,,Party Game,,0,14,6,
1865,128664,Timeline,5.976,556,2012,15,2,8,,Card Game,,0,8,4,3: Too much
1866,123576,Sheepland,5.975,464,2012,30,2,4,,Abstract Strategy,Action Point Allowance System,0,8,4,1: Need crib
1867,6263,King's Breakfast,5.975,1332,2003,20,3,5,Alan R. Moon,Card Game,Card Drafting,0,8,4,1: Need crib
1868,2381,Scattergories,5.975,4461,1988,30,2,6,(Uncredited),Party Game,Dice Rolling,1,10,4,
1869,4854,7th Fleet,5.975,299,1987,120,2,2,,Wargame,Dice Rolling,1,12,2,2: Possible
1870,7804,Dracula,5.974,1383,2003,30,2,2,,,Hand Management,0,10,2,3: Too much
1871,63170,1817,5.974,105,2010,360,3,7,,Economic,Auction/Bidding,0,16,5,1: Need crib
1872,3855,Crimson Skies,5.974,319,1998,180,2,2,,Wargame,Simultaneous Action Selection,7,10,2,3: Too much
1873,2150,London's Burning,5.974,373,1995,360,1,2,,Wargame,Hex-and-Counter,0,2,1,4: Unplayable
1874,2932,Hnefatafl,5.974,623,,20,2,2,(Uncredited),Abstract Strategy,Grid Movement,0,5,2,1: Need crib
1875,3208,Dragonland,5.973,773,2002,45,2,4,Reiner Knizia,Dice,Set Collection,0,6,3,1: Need crib
1876,1452,Mhing,5.973,507,1982,60,2,6,,Card Game,Set Collection,0,10,4,1: Need crib
1877,46782,Rush n' Crush,5.973,628,2009,60,3,6,,Dice,Dice Rolling,0,8,6,1: Need crib
1878,1717,Freedom in the Galaxy,5.972,499,1979,120,2,2,,Science Fiction,Action Point Allowance System,0,12,2,4: Unplayable
1879,9675,La Strada,5.972,1176,2004,30,2,4,Martin Wallace,Abstract Strategy,Action Point Allowance System,0,6,4,1: Need crib
1880,157809,Nations: The Dice Game,5.972,295,2014,30,1,4,,Dice,Dice Rolling,0,10,3,1: Need crib
1881,55863,The Three Musketeers: The Queen's Pendants,5.972,363,2009,45,2,5,,Fighting,Dice Rolling,1,8,5,2: Possible
1882,789,Focus,5.972,563,1963,45,2,4,,Abstract Strategy,Grid Movement,0,8,2,1: Need crib
1883,158109,Onward to Venus,5.971,306,2014,90,2,5,Martin Wallace,Fighting,Area Control / Area Influence,0,10,5,2: Possible
1884,23685,1805: Sea of Glory,5.971,198,2009,480,2,2,,Wargame,Chit-Pull System,0,14,2,2: Possible
1885,55165,Bisikle,5.97,440,2009,30,1,4,,,,1,6,4,1: Need crib
1886,13301,Caribbean,5.97,1298,2004,30,2,4,,,Action / Movement Programming,0,8,3,1: Need crib
1887,38877,No Retreat!,5.969,154,2008,45,1,2,,Wargame,Campaign / Battle Card Driven,3,14,2,3: Too much
1888,29294,World of Warcraft: The Adventure Game,5.969,1508,2008,90,2,4,,Fantasy,Dice Rolling,8,10,4,4: Unplayable
1889,24947,The Spoils,5.969,401,2006,40,2,6,,Card Game,Hand Management,0,12,2,4: Unplayable
1890,3463,Wizard,5.968,322,1978,30,2,2,Steve Jackson (I),Fantasy,Dice Rolling,9,12,2,
1891,4550,1000 Blank White Cards,5.968,437,1996,60,3,99,,Card Game,Deck / Pool Building,0,8,6,1: Need crib
1892,32341,Kakerlakensalat,5.968,1307,2007,15,2,6,,Card Game,Pattern Recognition,0,6,5,1: Need crib
1893,4079,What's My Word?,5.968,243,1972,45,2,2,,,,0,,2,
1894,1768,Fireball Island,5.968,895,1986,45,2,4,,Children's Game,Hand Management,0,8,4,2: Possible
1895,2604,Compatibility,5.968,611,1996,30,4,6,,Card Game,Partnerships,0,6,6,2: Possible
1896,15889,Scopa,5.967,440,,30,2,6,(Uncredited),Card Game,Hand Management,0,5,2,1: Need crib
1897,3837,Rat-a-Tat Cat,5.967,1597,1995,10,2,6,,Card Game,Card Drafting,0,5,3,1: Need crib
1898,3828,Locomotive Werks,5.967,346,2002,120,3,5,,Economic,Commodity Speculation,0,14,4,1: Need crib
1899,125993,France '40,5.967,147,2013,240,2,2,,Wargame,Hex-and-Counter,0,12,2,
1900,912,Pacific Victory,5.967,339,2000,240,2,2,,Wargame,Dice Rolling,0,14,2,2: Possible
1901,43320,Tomb: Cryptmaster,5.966,443,2009,120,2,6,,Fantasy,Dice Rolling,0,12,3,4: Unplayable
1902,5576,Dungeoneer: Tomb of the Lich Lord,5.966,2094,2003,60,2,4,,Card Game,Action Point Allowance System,1,10,4,4: Unplayable
1903,142063,Deadzone,5.965,174,2013,60,2,4,,Science Fiction,Action Point Allowance System,5,12,2,2: Possible
1904,38984,Mow,5.964,984,2008,15,2,5,Bruno Cathala,Card Game,Hand Management,0,6,4,1: Need crib
1905,11269,Roads to Leningrad,5.964,214,2004,180,2,2,,Wargame,Dice Rolling,0,14,2,2: Possible
1906,2250,Midway,5.963,631,1964,120,2,2,,Wargame,Dice Rolling,3,12,2,2: Possible
1907,13855,Carthage: The First Punic War,5.963,235,2005,1800,2,2,Richard H. Berg,Wargame,Hex-and-Counter,0,14,2,3: Too much
1908,6714,Go Away Monster!,5.962,500,1997,10,2,4,,Children's Game,Co-operative Play,0,2,2,1: Need crib
1909,804,Thunder Road,5.961,543,1986,45,2,4,,Fighting,Dice Rolling,0,6,4,1: Need crib
1910,6930,Sweden Fights On,5.961,172,2003,240,1,2,,Wargame,Hex-and-Counter,0,16,2,2: Possible
1911,7479,WarCraft: The Board Game,5.961,1977,2003,120,2,4,,Fantasy,Dice Rolling,1,12,4,1: Need crib
1912,4209,Monza,5.96,554,2000,10,2,6,,Children's Game,Roll / Spin and Move,0,4,4,1: Need crib
1913,1206,Venture,5.96,522,1969,45,2,6,,Card Game,Set Collection,0,12,3,2: Possible
1914,2073,Sixth Fleet,5.96,382,1985,360,2,2,,Wargame,Dice Rolling,0,12,2,2: Possible
1915,147930,King & Assassins,5.96,274,2013,30,2,2,,,Action Point Allowance System,0,8,2,1: Need crib
1916,109969,Mutant Meeples,5.959,395,2012,45,2,7,,,Modular Board,0,12,2,1: Need crib
1917,109764,Quarantine,5.959,631,2013,60,2,4,,,Action Point Allowance System,1,10,4,1: Need crib
1918,42244,Martinique,5.959,744,2009,30,2,2,,,Grid Movement,1,8,2,1: Need crib
1919,21804,Traditional Card Games,5.959,500,,0,0,0,(Uncredited),Card Game,,0,4,0+,1: Need crib
1920,7742,Confrontation,5.959,313,2000,120,2,2,,Fantasy,Dice Rolling,1,,2,2: Possible
1921,109548,Hemloch,5.958,266,2011,30,2,2,,Card Game,Area Control / Area Influence,1,10,2,2: Possible
1922,25294,Take it to the Limit!,5.958,336,2006,45,1,6,,Abstract Strategy,Tile Placement,0,8,6,1: Need crib
1923,16804,Panzer Grenadier: Eastern Front,5.958,268,2005,120,2,2,Michael Bennighof,Wargame,Dice Rolling,33,12,2,2: Possible
1924,89,Blue vs. Gray,5.958,382,1999,120,2,4,,Card Game,Dice Rolling,0,,2,3: Too much
1925,10814,Dawn Under,5.958,690,2004,30,2,6,,Children's Game,Memory,1,6,4,1: Need crib
1926,35400,Nations at War: White Star Rising,5.957,206,2010,0,2,2,,Wargame,Chit-Pull System,4,12,2,1: Need crib
1927,24304,Unspeakable Words,5.957,927,2007,30,2,6,James Ernest,Card Game,,1,8,3,1: Need crib
1928,686,Dr. Jekyll & Mr. Hyde,5.957,341,1997,60,3,4,,Card Game,Trick-taking,0,12,4,1: Need crib
1929,696,The Big Idea,5.956,771,2000,45,3,6,James Ernest,Card Game,Stock Holding,1,10,6,3: Too much
1930,6481,Phoenix,5.956,642,2003,20,2,2,,Abstract Strategy,Hand Management,0,8,2,1: Need crib
1931,84464,Animal Upon Animal: Balancing Bridge,5.955,261,2010,15,2,4,,Children's Game,,0,4,4,1: Need crib
1932,143175,Kashgar: HÃ_ndler der SeidenstraÃŸe,5.955,259,2013,45,2,4,,Economic,Deck / Pool Building,0,12,2,4: Unplayable
1933,150926,Roll Through the Ages: The Iron Age,5.955,267,2014,30,1,4,,Dice,Dice Rolling,1,8,2,2: Possible
1934,3577,Terrible Swift Sword,5.955,248,1976,4320,2,6,Richard H. Berg,Wargame,Dice Rolling,0,12,6,3: Too much
1935,134520,Phantom Leader Deluxe,5.955,140,2013,30,1,1,,Wargame,,0,14,1,3: Too much
1936,83325,Lost Battles,5.954,147,2011,140,1,4,,Wargame,Dice Rolling,0,12,2,2: Possible
1937,58798,Cardcassonne,5.954,806,2009,20,2,5,,Card Game,Card Drafting,0,8,4,1: Need crib
1938,28284,Lock 'n Load: Heroes of the Blitzkrieg,5.954,159,2009,30,1,2,,Wargame,Hex-and-Counter,3,14,2,3: Too much
1939,13084,Volcano,5.953,326,2000,30,1,6,,Abstract Strategy,Grid Movement,0,8,2,1: Need crib
1940,144761,"Going, Going, GONE! ",5.953,649,2013,20,2,6,,Party Game,Auction/Bidding,0,8,5,1: Need crib
1941,148203,Dutch Blitz,5.953,513,1960,15,2,4,,Card Game,Pattern Building,0,8,4,1: Need crib
1942,6817,Schafkopf,5.953,201,,30,4,4,(Uncredited),Card Game,Auction/Bidding,0,8,4,1: Need crib
1943,55601,Sneaks & Snitches,5.952,661,2010,20,2,5,,Card Game,Set Collection,0,8,4,1: Need crib
1944,101013,Ninja: Legend of the Scorpion Clan,5.952,436,2011,45,2,4,,Fantasy,Area Movement,1,12,2,3: Too much
1945,7614,A World at War,5.952,189,2003,360,1,8,,Wargame,Hex-and-Counter,1,16,4,4: Unplayable
1946,1419,Pylos,5.952,914,1994,10,2,2,,Abstract Strategy,,0,8,2,1: Need crib
1947,2,Dragonmaster,5.951,421,1981,30,3,4,,Card Game,Trick-taking,0,,4,2: Possible
1948,2555,Vom Kap bis Kairo,5.95,761,2001,30,2,4,,Card Game,Auction/Bidding,0,10,4,1: Need crib
1949,41636,Abandon Ship,5.95,715,2009,30,3,7,Reiner Knizia,,Area Movement,0,5,4,1: Need crib
1950,63706,11 nimmt!,5.95,840,2010,30,2,7,Wolfgang Kramer,Card Game,Hand Management,0,8,4,1: Need crib
1951,28805,The Lord of the Rings: Strategy Battle Game,5.95,251,2005,30,2,2,,Fantasy,Dice Rolling,19,10,2,3: Too much
1952,34227,Blox,5.948,456,2008,45,2,4,Wolfgang Kramer,Abstract Strategy,Hand Management,0,10,4,1: Need crib
1953,137909,Bugs in the Kitchen,5.948,499,2013,15,2,4,,Children's Game,Dice Rolling,0,5,4,1: Need crib
1954,10431,Epic Armageddon,5.948,220,2003,120,2,8,,Fantasy,Dice Rolling,1,10,2,1: Need crib
1955,146910,Wildcatters,5.947,196,2013,120,3,4,,Economic,Area Control / Area Influence,0,12,4,1: Need crib
1956,28218,Cash-a-Catch,5.947,738,2007,30,3,5,,Economic,Auction/Bidding,0,8,4,1: Need crib
1957,36345,Monty Python Fluxx,5.947,2682,2008,40,2,6,,Card Game,Hand Management,3,10,4,3: Too much
1958,3243,Wooly Bully,5.947,1940,2002,30,2,4,,,Hand Management,1,8,3,1: Need crib
1959,133956,Axis & Allies: WWI 1914,5.946,275,2013,480,2,8,,Economic,Area Movement,0,14,4,2: Possible
1960,1705,Slapshot,5.946,761,1982,30,2,10,,Card Game,Simultaneous Action Selection,6,8,6,1: Need crib
1961,126613,"Warhammer 40,000 (sixth edition) ",5.946,247,2012,120,2,12,,Fighting,Dice Rolling,10,12,2,4: Unplayable
1962,39019,Nothing Gained But Glory,5.946,164,2010,300,1,2,,Wargame,Dice Rolling,0,14,2,1: Need crib
1963,4205,On to Richmond!,5.946,148,1998,180,2,2,,Wargame,Hex-and-Counter,1,,2,
1964,12004,Candamir: The First Settlers,5.946,1469,2004,60,2,4,Klaus Teuber,,Action Point Allowance System,0,10,3,1: Need crib
1965,5825,Paris Paris,5.945,1073,2003,45,2,4,Michael Schacht,,Area Control / Area Influence,1,8,2,1: Need crib
1966,7118,Ace of Aces: Handy Rotary Deluxe Edition,5.944,252,1986,20,2,2,,Wargame,Simulation,0,10,2,1: Need crib
1967,42111,Fzzzt!,5.944,768,2009,30,2,4,,Card Game,Auction/Bidding,1,8,4,1: Need crib
1968,136594,Dragon's Hoard,5.944,404,2014,45,2,4,,Card Game,Card Drafting,1,8,4,1: Need crib
1969,441,Filthy Rich,5.943,610,1998,60,2,5,,Economic,Dice Rolling,0,12,3,3: Too much
1970,76,Air Baron,5.943,674,1996,120,2,6,,Economic,Area Control / Area Influence,0,10,5,1: Need crib
1971,147747,Super Fantasy: Ugly Snouts Assault,5.942,235,2013,90,1,6,,Fantasy,Co-operative Play,0,8,4,3: Too much
1972,1447,1841,5.942,154,1994,300,2,8,,Economic,Route/Network Building,0,14,5,2: Possible
1973,2389,Othello,5.942,4321,,30,2,2,,Abstract Strategy,Tile Placement,0,8,2,1: Need crib
1974,85000,We Must Tell the Emperor,5.942,205,2010,60,1,1,,Wargame,Action Point Allowance System,1,12,1,3: Too much
1975,2363,Orient Express,5.941,445,1985,60,1,6,,,,4,12,6,4: Unplayable
1976,91034,Khet 2.0,5.941,299,2011,30,2,2,,Abstract Strategy,Grid Movement,1,8,2,1: Need crib
1977,33495,Time's Up! Ã‰dition purple,5.941,187,2007,45,4,12,,Party Game,Memory,1,14,6,2: Possible
1978,28086,Risk Express,5.941,809,2006,20,2,6,Reiner Knizia,Dice,Dice Rolling,0,6,3,1: Need crib
1979,13123,500,5.941,329,1904,30,2,6,(Uncredited),Card Game,Trick-taking,0,8,4,1: Need crib
1980,3518,Napoleon in Europe,5.94,555,2001,360,2,7,,Wargame,Area Movement,0,12,7,2: Possible
1981,134711,Guilds of Cadwallon,5.94,460,2013,30,2,4,,Fantasy,Area Control / Area Influence,1,10,4,2: Possible
1982,65568,JÃ_ger und Sammler,5.94,346,2010,45,2,4,Reiner Knizia,,Grid Movement,0,6,2,1: Need crib
1983,3730,Statis Pro Baseball,5.939,335,1971,20,1,2,,Card Game,Simulation,0,8,2,4: Unplayable
1984,10183,Napoleon at Leipzig,5.939,193,1979,300,1,3,,Wargame,Hex-and-Counter,1,,3,
1985,872,M,5.938,548,2000,30,2,6,,Abstract Strategy,Tile Placement,0,8,3,1: Need crib
1986,5445,Rod Hockey,5.938,232,1932,20,2,4,(Uncredited),,Simulation,0,8,2,1: Need crib
1987,4001,Space Marine,5.938,385,1989,120,2,3,,Science Fiction,Dice Rolling,6,8,2,4: Unplayable
1988,66837,1862: Railway Mania in the Eastern Counties,5.938,112,2013,300,2,8,,Economic,Auction/Bidding,0,14,4,1: Need crib
1989,142965,TKG ARENA: The Elemental Kings,5.937,209,2006,20,2,4,,Card Game,Card Drafting,4,,,1: Need crib
1990,26447,Clash of Monarchs,5.937,243,2008,360,2,4,,Wargame,Campaign / Battle Card Driven,0,14,2,4: Unplayable
1991,11106,"Warhammer 40,000: Rogue Trader ",5.937,419,1987,120,2,2,,Science Fiction,Dice Rolling,12,10,2,3: Too much
